# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
# 
# File Creation: Sun Oct 16 05:00:30 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
# NOTE: DATA FOR THE LAST SEVERAL MONTHS ARE PRELIMINARY, ARE STILL SUBJECT
# TO QUALITY CONTROL PROCEDURES.
# NOTE: The week "1 yr ago" is exactly 365 days ago, and thus does not run from
# Sunday through Saturday. 365 also ignores the possibility of a leap year.
# The week "10 yr ago" is exactly 10*365 days +3 days (for leap years) ago.
#
#      Start of week      CO2 molfrac           (-999.99 = no data)  increase

  yr   mon day  decimal      ppm     days       1_yr_ago  10_yr_ago  since_1800
  1994   4   3  1994.2521    361.22  5           359.12   -999.99     78.75
  1994   4  10  1994.2712    361.14  7           359.13   -999.99     78.44
  1994   4  17  1994.2904    361.43  7           359.49   -999.99     78.52
  1994   4  24  1994.3096    361.95  7           359.92    347.44     78.88
  1994   5   1  1994.3288    362.12  7           359.56    347.83     78.93
  1994   5   8  1994.3479    361.51  7           360.05    347.45     78.28
  1994   5  15  1994.3671    361.83  7           360.69    348.11     78.61
  1994   5  22  1994.3863    361.64  6           360.87    347.52     78.50
  1994   5  29  1994.4055    361.54  7           360.29    347.48     78.55
  1994   6   5  1994.4247    361.02  7           359.80    347.41     78.26
  1994   6  12  1994.4438    361.03  6           359.94    347.52     78.55
  1994   6  19  1994.4630    360.95  5           359.27    347.06     78.81
  1994   6  26  1994.4822    360.16  7           359.06    346.59     78.41
  1994   7   3  1994.5014    360.09  7           357.66    346.41     78.78
  1994   7  10  1994.5205    359.77  7           358.45    346.34     78.94
  1994   7  17  1994.5397    359.34  7           357.25    345.61     79.01
  1994   7  24  1994.5589    358.96  7           356.72    345.03     79.16
  1994   7  31  1994.5781    358.60  7           356.36    344.81     79.34
  1994   8   7  1994.5973    358.00  4           356.06    344.65     79.28
  1994   8  14  1994.6164    357.82  6           355.49    344.33     79.62
  1994   8  21  1994.6356    356.99  5           355.07    342.90     79.27
  1994   8  28  1994.6548    356.32  6           354.98    342.31     79.04
  1994   9   4  1994.6740    356.61  5           354.29    341.00     79.71
  1994   9  11  1994.6932    355.39  6           353.95    342.14     78.78
  1994   9  18  1994.7123    355.81  5           354.02    341.88     79.39
  1994   9  25  1994.7315    355.48  6           354.32    341.39     79.16
  1994  10   2  1994.7507    355.83  7           354.19    341.63     79.52
  1994  10   9  1994.7699    355.99  7           353.97    341.59     79.58
  1994  10  16  1994.7890    356.27  7           354.39    342.19     79.67
  1994  10  23  1994.8082    356.69  6           354.55    342.19     79.84
  1994  10  30  1994.8274    356.81  5           354.60    342.33     79.66
  1994  11   6  1994.8466    357.10  5           355.10    343.09     79.60
  1994  11  13  1994.8658    358.27  7           355.63    343.28     80.42
  1994  11  20  1994.8849    357.77  7           356.07    343.83     79.57
  1994  11  27  1994.9041    358.19  7           356.19    343.24     79.65
  1994  12   4  1994.9233    358.86  7           356.61    344.24     80.02
  1994  12  11  1994.9425    359.50  7           356.61    344.85     80.37
  1994  12  18  1994.9616    358.94  6           357.55    345.09     79.57
  1994  12  25  1994.9808    359.47  5           357.62    345.83     79.88
  1995   1   1  1995.0000    359.82  7           358.15    345.54     80.03
  1995   1   8  1995.0192    359.66  6           358.24    345.65     79.69
  1995   1  15  1995.0384    360.49  7           358.50    345.42     80.36
  1995   1  22  1995.0575    360.15  7           358.36    345.30     79.86
  1995   1  29  1995.0767    360.27  7           358.47    345.95     79.83
  1995   2   5  1995.0959    360.88  7           358.96    345.88     80.28
  1995   2  12  1995.1151    361.18  7           358.70    346.24     80.41
  1995   2  19  1995.1342    361.16  7           359.55    346.80     80.20
  1995   2  26  1995.1534    361.82  7           359.09    346.95     80.66
  1995   3   5  1995.1726    361.92  7           358.98    347.60     80.55
  1995   3  12  1995.1918    361.25  7           360.79    347.93     79.64
  1995   3  19  1995.2110    361.91  6           360.67    348.10     80.05
  1995   3  26  1995.2301    362.99  6           360.98    348.32     80.88
  1995   4   2  1995.2493    363.90  7           361.08    348.55     81.55
  1995   4   9  1995.2685    362.96  7           361.21    348.15     80.37
  1995   4  16  1995.2877    363.16  7           361.38    348.41     80.37
  1995   4  23  1995.3068    363.63  7           361.72    349.13     80.67
  1995   4  30  1995.3260    362.96  5           362.30    349.38     79.88
  1995   5   7  1995.3452    364.00  6           361.54    349.29     80.86
  1995   5  14  1995.3644    364.55  7           361.78    349.43     81.41
  1995   5  21  1995.3836    363.82  7           361.59    348.94     80.74
  1995   5  28  1995.4027    363.83  6           361.71    349.17     80.88
  1995   6   4  1995.4219    363.93  7           361.01    349.09     81.17
  1995   6  11  1995.4411    363.19  7           361.02    349.00     80.69
  1995   6  18  1995.4603    363.05  6           361.00    348.34     80.86
  1995   6  25  1995.4795    362.57  6           360.36    348.13     80.74
  1995   7   2  1995.4986    362.44  4           359.98    347.42     81.02
  1995   7   9  1995.5178    362.24  7           359.85    347.32     81.26
  1995   7  16  1995.5370    361.57  7           359.36    346.98     81.08
  1995   7  23  1995.5562    361.12  7           359.05    346.54     81.14
  1995   7  30  1995.5753    360.28  6           358.73    345.70     80.83
  1995   8   6  1995.5945    359.90  6           357.99    345.51     80.99
  1995   8  13  1995.6137    358.89  4           357.89    344.35     80.50
  1995   8  20  1995.6329    358.79  6           357.12    344.79     80.91
  1995   8  27  1995.6521    358.26  6           356.41    344.72     80.83
  1995   9   3  1995.6712    358.46  4           356.51    344.47     81.43
  1995   9  10  1995.6904    358.72  6           355.60    343.80     82.01
  1995   9  17  1995.7096    358.91  5           355.81    343.34     82.42
  1995   9  24  1995.7288    357.76  7           355.41    342.42     81.38
  1995  10   1  1995.7479    357.95  6           355.81    342.61     81.60
  1995  10   8  1995.7671    357.87  7           355.98    343.04     81.44
  1995  10  15  1995.7863    358.14  7           356.12    343.24     81.53
  1995  10  22  1995.8055    358.37  7           356.75    343.77     81.53
  1995  10  29  1995.8247    358.99  6           356.75    344.00     81.85
  1995  11   5  1995.8438    359.23  5           357.09    344.00     81.76
  1995  11  12  1995.8630    359.71  5           358.37    344.59     81.89
  1995  11  19  1995.8822    359.94  7           357.76    345.17     81.78
  1995  11  26  1995.9014    359.97  6           358.14    345.58     81.47
  1995  12   3  1995.9205    360.36  7           358.63    345.64     81.55
  1995  12  10  1995.9397    360.69  7           359.50    346.23     81.60
  1995  12  17  1995.9589    360.77  7           359.08    345.87     81.43
  1995  12  24  1995.9781    361.54  7           359.30    346.39     81.97
  1995  12  31  1995.9973    361.98  7           359.85    347.07     82.13
  1996   1   7  1996.0191    362.33  7           359.58    346.76     82.26
  1996   1  14  1996.0383    362.04  7           360.47    346.69     81.79
  1996   1  21  1996.0574    362.33  5           360.15    346.99     81.93
  1996   1  28  1996.0765    362.54  7           360.24    346.70     82.00
  1996   2   4  1996.0956    363.04  6           360.58    347.26     82.36
  1996   2  11  1996.1148    363.15  7           361.35    347.52     82.33
  1996   2  18  1996.1339    363.69  7           361.02    347.64     82.70
  1996   2  25  1996.1530    364.06  7           361.76    347.68     82.87
  1996   3   3  1996.1694    364.10  7           362.04    347.21     82.74
  1996   3  10  1996.1885    363.82  7           361.32   -999.99     82.21
  1996   3  17  1996.2077    364.58  5           361.71    348.58     82.72
  1996   3  24  1996.2268    364.61  7           362.75    349.30     82.48
  1996   3  31  1996.2459    364.38  5           363.89    349.31     82.00
  1996   4   7  1996.2650    364.73  7           362.98    349.67     82.12
  1996   4  14  1996.2842    364.83  7           363.33    349.77     82.02
  1996   4  21  1996.3033    364.65  7           363.41    350.26     81.69
  1996   4  28  1996.3224    365.15  7           363.34    350.77     82.10
  1996   5   5  1996.3415    364.82  7           363.60    350.49     81.75
  1996   5  12  1996.3607    365.60  6           364.59    350.71     82.56
  1996   5  19  1996.3798    365.40  7           363.96    350.62     82.45
  1996   5  26  1996.3989    365.17  7           363.72    350.23     82.36
  1996   6   2  1996.4180    365.10  7           363.95    350.35     82.47
  1996   6   9  1996.4372    365.42  7           363.30    350.20     83.01
  1996   6  16  1996.4563    365.21  7           363.04    349.94     83.06
  1996   6  23  1996.4754    364.64  7           362.56    349.60     82.79
  1996   6  30  1996.4945    364.56  7           362.56    349.09     83.06
  1996   7   7  1996.5137    363.95  7           362.25    348.44     82.85
  1996   7  14  1996.5328    363.64  7           361.78    347.87     83.00
  1996   7  21  1996.5519    363.26  7           361.19    347.95     83.11
  1996   7  28  1996.5710    362.25  7           360.20    347.82     82.64
  1996   8   4  1996.5902    362.16  7           360.00    346.69     83.10
  1996   8  11  1996.6093    361.92  5           359.15    346.20     83.43
  1996   8  18  1996.6284    361.15  7           358.53    345.79     83.20
  1996   8  25  1996.6475    361.00  6           358.70    345.74     83.55
  1996   9   1  1996.6667    360.23  6           358.07    345.33     83.20
  1996   9   8  1996.6858    360.08  7           358.65    345.94     83.40
  1996   9  15  1996.7049    359.15  6           358.95    345.87     82.70
  1996   9  22  1996.7240    359.37  6           357.87    344.89     83.04
  1996   9  29  1996.7432    359.43  3           357.99    344.91     83.12
  1996  10   6  1996.7623    359.58  7           357.91    344.50     83.19
  1996  10  13  1996.7814    359.90  7           358.00    344.66     83.33
  1996  10  20  1996.8005    359.66  7           358.36    344.85     82.86
  1996  10  27  1996.8197    360.13  7           358.87    345.59     83.04
  1996  11   3  1996.8388    360.42  6           359.20    345.81     83.01
  1996  11  10  1996.8579    361.00  7           359.66    346.21     83.27
  1996  11  17  1996.8770    361.52  7           359.93    346.26     83.44
  1996  11  24  1996.8962    361.40  7           359.92    346.70     82.99
  1996  12   1  1996.9153    361.78  5           360.30    347.46     83.05
  1996  12   8  1996.9344    362.38  7           360.51    347.25     83.36
  1996  12  15  1996.9536    362.63  7           360.90    347.42     83.33
  1996  12  22  1996.9727    362.47  7           361.39    347.51     82.91
  1996  12  29  1996.9918    362.92  7           362.01    347.89     83.11
  1997   1   5  1997.0110    363.11  7           362.23    348.59     83.11
  1997   1  12  1997.0301    363.12  7           362.10    348.93     82.96
  1997   1  19  1997.0493    363.65  7           362.26    348.80     83.34
  1997   1  26  1997.0685    363.34  7           362.52    348.82     82.89
  1997   2   2  1997.0877    363.69  7           362.96    348.62     83.12
  1997   2   9  1997.1068    364.43  7           363.12    348.50     83.72
  1997   2  16  1997.1260    363.78  7           363.51    349.13     82.92
  1997   2  23  1997.1452    364.96  7           363.98    349.78     83.91
  1997   3   2  1997.1644    364.01  7           364.31    349.21     82.75
  1997   3   9  1997.1836    364.30  7           363.58    349.41     82.80
  1997   3  16  1997.2027    364.77  7           364.56    350.11     83.01
  1997   3  23  1997.2219    365.33  7           364.61    350.54     83.29
  1997   3  30  1997.2411    365.88  6           364.52    351.29     83.58
  1997   4   6  1997.2603    366.10  3           364.71    350.82     83.56
  1997   4  13  1997.2795    366.63  7           364.83    351.32     83.90
  1997   4  20  1997.2986    366.84  3           364.62    351.72     83.97
  1997   4  27  1997.3178    366.75  7           365.16    351.74     83.79
  1997   5   4  1997.3370    366.60  7           364.69    352.45     83.62
  1997   5  11  1997.3562    366.96  7           365.63    352.11     84.02
  1997   5  18  1997.3753    367.15  7           365.46    352.20     84.29
  1997   5  25  1997.3945    366.36  5           365.27    352.25     83.63
  1997   6   1  1997.4137    366.21  5           365.05    352.13     83.64
  1997   6   8  1997.4329    365.89  6           365.44    351.69     83.53
  1997   6  15  1997.4521    365.50  7           365.24    351.37     83.36
  1997   6  22  1997.4712    365.36  7           364.64    351.36     83.50
  1997   6  29  1997.4904    365.25  7           364.58    350.46     83.70
  1997   7   6  1997.5096    364.93  4           364.01    350.83     83.74
  1997   7  13  1997.5288    364.62  6           363.69    349.66     83.85
  1997   7  20  1997.5479    363.76  6           363.38    350.19     83.46
  1997   7  27  1997.5671    363.73  5           362.51    349.78     83.96
  1997   8   3  1997.5863    363.33  6           361.99    347.10     84.12
  1997   8  10  1997.6055    362.78  6           362.02    348.86     84.14
  1997   8  17  1997.6247    361.33  4           361.24    348.15     83.25
  1997   8  24  1997.6438    361.69  7           360.99    347.43     84.12
  1997   8  31  1997.6630    361.59  5           360.65    347.06     84.47
  1997   9   7  1997.6822    360.23  7           360.09    346.67     83.45
  1997   9  14  1997.7014    360.48  7           359.05    346.90     83.95
  1997   9  21  1997.7205    360.03  5           359.36    345.89     83.63
  1997   9  28  1997.7397    360.14  5           359.52    346.33     83.77
  1997  10   5  1997.7589    360.68  5           359.55    346.69     84.23
